frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1389,-17.34,19.0,44.9,20% kerosene
0.2449,-9.69,10.5,31.5,15% turpentine
0.1855,-14.3,16.5,40.6,20% turpentine
0.196,-11.99,14.9,38.5,pure
0.1896,-12.8,16.3,37.0,5% kerosene
0.1764,-14.3,14.1,41.5,20% kerosene
0.228,-10.33,11.4,32.6,20% turpentine
0.2075,-15.96,17.6,41.1,5% turpentine
0.2251,-10.86,12.1,33.2,5% kerosene
0.1352,-19.93,22.5,44.4,5% turpentine
0.134,-20.3,19.6,44.0,20% turpentine
0.1832,-14.78,18.7,41.9,10% kerosene
0.1472,-15.53,19.3,42.6,pure
0.1839,-14.53,20.2,38.0,5% kerosene
0.2299,-11.5,13.6,38.2,10% turpentine
0.2336,-10.42,11.4,32.9,pure
0.1652,-11.76,17.7,38.7,20% kerosene
0.2423,-10.03,10.3,32.1,pure
0.1166,-20.6,25.0,46.7,20% turpentine
0.2355,-10.5,12.3,32.9,10% turpentine
0.2001,-14.79,16.9,38.7,pure
0.1588,-14.13,16.6,38.5,5% kerosene
0.1671,-16.61,20.3,41.8,10% turpentine
0.2477,-9.72,10.1,31.4,10% turpentine
0.108,-20.26,21.5,47.2,15% kerosene
0.2264,-11.77,13.3,37.3,20% kerosene
0.1119,-20.35,24.6,46.3,20% turpentine
0.135,-18.28,23.0,43.7,5% kerosene
0.1336,-19.0,26.2,47.6,10% turpentine
0.11,-19.2,20.6,46.0,pure
0.1981,-12.75,14.5,38.9,5% turpentine
0.2351,-11.19,12.0,35.1,20% turpentine
0.187,-11.3,11.2,34.9,5% kerosene
0.1102,-21.39,27.5,48.7,10% turpentine
0.1219,-17.68,20.3,44.3,pure
0.209,-12.7,15.2,41.5,15% kerosene
0.2027,-10.96,15.4,36.9,20% turpentine
0.138,-17.21,22.0,40.6,5% kerosene
0.1411,-16.48,24.5,43.4,5% turpentine
0.1818,-15.11,17.9,40.4,15% turpentine
0.1659,-16.06,21.0,41.7,20% kerosene
0.2345,-10.57,13.6,33.2,15% kerosene
0.2346,-10.9,11.1,33.4,10% turpentine
0.1872,-11.41,14.8,36.3,20% kerosene
0.2372,-9.75,13.4,32.9,pure
0.124,-17.66,23.6,42.6,5% kerosene
0.1707,-16.64,19.9,43.5,10% kerosene
0.1779,-16.23,16.4,40.7,10% turpentine
0.2157,-10.6,12.7,34.4,15% turpentine
0.1826,-12.88,18.7,42.8,5% kerosene
0.1576,-16.71,19.2,45.9,15% kerosene
0.2179,-12.58,14.5,36.0,pure
0.1813,-15.44,18.0,40.8,10% kerosene
0.1915,-14.7,14.5,41.6,20% turpentine
0.1247,-19.05,23.1,45.1,pure
0.1912,-13.26,17.4,39.7,20% kerosene
0.2325,-11.27,11.7,34.1,5% kerosene
0.2049,-10.3,14.6,41.8,15% kerosene
0.1671,-13.89,19.6,43.2,5% turpentine
0.1517,-14.42,20.3,39.0,10% turpentine
0.166,-12.27,14.8,36.7,10% turpentine
0.2414,-12.41,11.9,36.3,20% kerosene
0.1966,-12.83,15.3,36.5,5% kerosene
0.1169,-20.85,26.8,47.7,10% kerosene
0.2497,-9.51,10.0,31.0,5% kerosene
0.2399,-10.07,11.9,34.1,pure
0.113,-18.76,24.3,46.9,5% turpentine
0.2442,-10.25,10.5,32.9,pure
0.2218,-11.75,11.2,35.1,15% turpentine
0.0953,-21.98,29.9,49.9,20% kerosene
0.2415,-10.49,12.5,35.1,10% turpentine
0.1797,-11.86,18.5,38.9,20% turpentine
0.1285,-16.61,23.2,43.5,15% turpentine
0.2158,-13.79,17.0,42.4,5% kerosene
0.1672,-14.05,14.9,36.0,10% turpentine
0.1324,-19.72,24.4,47.0,5% kerosene
0.1654,-18.83,17.4,41.1,20% turpentine
0.2434,-10.12,10.8,32.2,15% turpentine
0.1837,-11.62,17.5,38.6,20% turpentine
0.2166,-14.8,13.3,37.8,20% kerosene
0.2233,-11.03,12.5,35.9,pure
0.1701,-14.65,20.9,40.9,5% kerosene
0.1405,-19.48,19.3,42.6,5% turpentine
0.23,-10.85,12.1,35.6,10% kerosene
0.1807,-13.8,17.3,40.6,5% turpentine
0.1013,-20.65,25.6,48.9,15% turpentine
0.237,-10.5,12.0,33.0,20% turpentine
0.164,-14.38,12.8,37.0,15% kerosene
0.1577,-14.92,24.1,46.3,20% turpentine
0.2271,-10.05,11.0,35.6,10% turpentine
0.1977,-12.62,15.3,41.4,20% turpentine
0.1636,-14.35,17.6,38.8,5% turpentine
0.2076,-13.48,14.9,37.3,5% turpentine
0.1756,-13.31,17.5,39.4,5% kerosene
0.1985,-11.53,12.0,36.8,20% kerosene
0.1211,-17.77,25.7,45.1,pure
0.2266,-10.43,11.0,35.5,pure
0.1153,-18.84,23.4,43.0,15% kerosene
0.0957,-21.9,29.1,49.7,5% turpentine
0.1399,-15.15,20.2,43.0,20% kerosene
0.1574,-18.09,20.6,44.9,10% kerosene
0.1492,-15.76,17.9,40.9,10% kerosene
0.1546,-17.24,19.4,40.2,20% turpentine
0.1885,-11.91,14.4,35.9,5% turpentine
0.2096,-13.46,12.2,37.2,20% turpentine
0.2418,-10.17,12.2,32.9,20% kerosene
0.1687,-14.49,17.6,40.1,5% kerosene
0.2116,-12.47,15.7,36.0,5% kerosene
0.1463,-15.53,20.5,43.7,15% kerosene
0.1207,-17.84,22.3,45.6,pure
0.1811,-13.38,19.6,41.8,10% kerosene
0.2077,-12.61,12.7,37.1,10% turpentine
0.1333,-16.2,20.9,44.2,10% kerosene
0.1322,-18.15,20.8,41.6,5% kerosene
0.1673,-15.52,18.7,45.3,5% kerosene
0.1425,-18.21,23.6,45.3,15% kerosene
0.2151,-11.67,14.9,36.6,20% turpentine
0.1169,-20.9,25.5,49.0,5% kerosene
0.2487,-9.62,10.4,31.6,5% turpentine
0.1151,-19.98,26.7,47.6,20% kerosene
0.096,-21.83,28.6,49.4,pure
0.1993,-12.8,12.6,39.3,10% kerosene
0.1449,-17.13,21.5,42.6,15% turpentine
0.1753,-14.01,15.3,37.5,5% kerosene
0.2353,-10.38,11.1,33.0,10% turpentine
0.1199,-18.62,21.2,44.5,20% turpentine
0.1582,-13.48,21.0,41.2,20% kerosene
0.1249,-18.55,21.9,46.1,10% kerosene
0.1277,-18.08,17.7,44.5,20% kerosene
0.188,-13.19,13.3,37.5,10% turpentine
0.2109,-12.86,12.7,35.6,20% kerosene
0.1665,-15.3,21.9,43.6,10% turpentine
0.2333,-10.37,11.3,33.6,20% turpentine
0.1932,-12.4,13.7,37.4,10% kerosene
0.2086,-10.6,11.6,37.2,5% kerosene
0.1746,-17.38,22.0,42.1,15% turpentine
0.1574,-14.83,16.2,40.1,20% kerosene
0.2095,-12.87,15.8,36.2,pure
0.2176,-12.15,14.1,34.4,20% kerosene
0.1068,-19.61,25.3,46.5,5% kerosene
0.1986,-16.05,18.0,39.2,10% turpentine
0.2167,-10.7,12.4,36.2,15% turpentine
0.1357,-18.19,21.8,44.7,15% kerosene
0.1914,-15.06,21.1,39.6,15% kerosene
0.1488,-18.38,18.6,40.7,pure
0.1059,-20.8,24.1,48.6,15% turpentine
0.2245,-10.36,11.3,34.9,5% kerosene
0.2022,-13.08,15.1,40.1,10% kerosene
0.1718,-18.71,18.4,44.6,20% kerosene
0.1166,-18.8,26.4,48.1,5% kerosene
0.161,-16.86,17.9,41.6,5% turpentine
0.2479,-9.72,10.7,32.1,5% kerosene
0.1486,-16.98,19.0,40.4,5% turpentine
0.1104,-20.16,21.5,45.2,5% turpentine
0.1679,-14.83,16.3,40.5,20% kerosene
0.1785,-12.34,12.6,37.1,5% turpentine
0.1724,-17.09,22.7,41.6,5% kerosene
0.1286,-16.78,20.0,46.4,20% kerosene
0.134,-15.11,17.6,43.8,15% kerosene
0.2457,-10.08,10.5,32.2,5% kerosene
0.2234,-12.38,13.3,36.2,20% turpentine
0.2451,-9.68,10.8,32.6,10% kerosene
0.1539,-15.38,21.8,41.3,pure
0.2128,-10.26,13.6,35.3,pure
0.239,-10.82,11.5,35.5,15% kerosene
0.21,-13.24,15.8,37.0,5% turpentine
0.1169,-19.56,24.0,45.6,5% kerosene
0.2272,-11.27,12.2,35.2,15% kerosene
0.2399,-10.88,13.3,36.6,10% turpentine
0.1681,-17.55,20.4,41.8,15% turpentine
0.1191,-20.71,27.7,49.0,10% kerosene
0.2264,-12.51,14.9,38.4,10% turpentine
0.2155,-10.23,11.5,32.8,10% kerosene
0.2258,-11.15,11.3,33.3,10% kerosene
0.1669,-15.1,16.8,38.9,10% kerosene
0.1276,-18.71,22.2,45.8,5% kerosene
0.1188,-19.09,21.8,47.5,5% kerosene
0.2118,-10.6,12.3,34.6,5% kerosene
0.1956,-13.45,15.2,37.6,15% turpentine
0.1358,-20.39,23.2,46.8,10% kerosene
0.2349,-10.6,12.4,35.2,5% kerosene
0.2272,-11.05,12.4,36.3,20% kerosene
0.1973,-14.59,14.3,41.3,pure
0.1282,-16.51,21.5,44.2,10% kerosene
0.2429,-9.61,10.9,31.5,15% kerosene
0.2242,-11.8,12.0,35.8,15% kerosene
0.1667,-12.86,14.3,39.4,20% turpentine
0.1278,-19.4,24.0,45.2,5% turpentine
0.1456,-18.08,26.3,44.5,20% turpentine
0.1623,-15.07,17.4,42.4,10% turpentine
0.1418,-18.59,20.0,44.5,10% turpentine
0.0979,-21.45,28.5,49.7,5% kerosene
0.2014,-15.13,16.7,39.1,20% kerosene
0.1687,-14.82,15.7,42.0,15% turpentine
0.1796,-17.15,18.1,40.5,10% kerosene
0.1187,-19.15,25.4,48.8,15% turpentine
0.1592,-17.81,22.8,44.7,15% kerosene
0.1209,-20.64,25.7,48.8,10% kerosene
0.2451,-9.74,10.9,32.7,5% kerosene
0.183,-15.29,14.8,42.4,5% kerosene
0.2002,-11.47,16.1,34.6,15% turpentine
0.192,-14.57,17.8,42.7,10% kerosene
0.1659,-16.97,20.5,42.0,15% turpentine
0.2025,-10.84,12.0,37.1,15% kerosene
0.2101,-13.74,16.3,39.7,10% turpentine
0.1577,-13.71,16.2,41.2,pure
0.1225,-20.5,24.0,47.5,5% turpentine
0.2281,-12.19,15.1,34.9,20% turpentine
0.1357,-17.73,26.6,46.6,5% kerosene
0.1822,-17.02,16.6,42.2,pure
0.196,-16.75,16.6,36.8,10% kerosene
0.2212,-14.83,13.6,37.4,pure
0.2338,-9.87,10.5,32.5,15% turpentine
0.2494,-9.53,10.0,31.1,10% turpentine
0.1711,-18.07,20.0,44.7,20% turpentine
0.1317,-18.23,24.3,47.1,5% turpentine
0.1979,-13.29,16.8,38.7,5% turpentine
0.2299,-11.1,11.4,36.2,5% turpentine
0.1801,-14.86,18.0,39.8,20% kerosene
0.199,-12.83,15.8,39.8,pure
0.1174,-17.8,24.1,45.2,pure
0.1253,-19.81,27.2,46.3,5% kerosene
0.0975,-21.59,28.9,49.0,10% kerosene
0.2414,-11.7,11.1,33.8,pure
0.1861,-12.1,15.7,37.6,15% kerosene
0.1795,-11.89,12.9,37.4,10% turpentine
0.1293,-17.39,25.9,46.8,5% kerosene
0.1294,-19.04,22.8,46.8,10% kerosene
0.1629,-17.46,16.5,42.9,5% turpentine
0.2407,-9.87,10.6,32.6,10% turpentine
0.1115,-19.7,23.5,47.3,5% turpentine
0.2352,-9.66,11.3,31.8,10% kerosene
0.1204,-21.91,27.4,48.6,20% turpentine
0.1161,-19.65,23.1,45.5,20% kerosene
0.1151,-19.8,24.7,46.9,10% turpentine
0.1796,-13.8,17.3,42.0,10% turpentine
0.1189,-19.94,23.4,44.9,15% turpentine
0.1692,-13.59,13.3,41.2,pure
0.1875,-15.44,18.8,41.1,5% kerosene
0.2255,-15.24,13.8,36.9,15% kerosene
0.2074,-13.75,14.7,35.1,20% kerosene
0.1404,-17.32,20.8,41.8,15% turpentine
0.2405,-10.19,10.6,33.3,20% kerosene
0.1404,-20.54,27.9,46.9,5% kerosene
0.1639,-16.75,20.7,44.9,15% turpentine
0.2357,-11.24,15.3,34.9,10% kerosene
0.1758,-14.36,20.0,37.8,10% turpentine
0.2109,-11.98,18.4,39.2,5% turpentine
0.1736,-16.58,19.3,44.4,15% kerosene
0.2473,-9.62,11.3,32.0,15% kerosene
0.2414,-9.91,11.1,32.9,10% kerosene
0.2019,-12.54,15.3,37.6,pure
0.1553,-16.32,18.4,44.3,pure
0.1884,-14.09,16.5,40.1,20% kerosene
0.1596,-18.54,20.1,43.7,pure
0.2129,-15.21,14.9,36.1,20% turpentine
0.2077,-14.16,17.4,39.0,15% turpentine
0.2334,-10.71,12.2,34.8,15% kerosene
0.1593,-15.45,20.0,42.7,5% kerosene
0.1158,-20.2,27.2,45.5,10% turpentine
0.2413,-10.44,11.6,34.9,15% kerosene
0.1887,-14.47,13.1,41.4,5% kerosene
0.2196,-10.72,12.8,37.7,20% kerosene
0.2254,-10.85,12.5,36.8,5% kerosene
0.1433,-17.15,23.1,42.7,10% turpentine
0.221,-11.58,14.5,38.0,15% kerosene
0.2112,-12.93,13.4,37.1,20% kerosene
0.1791,-14.86,18.9,41.9,5% kerosene
0.2067,-14.25,12.8,35.8,5% kerosene
0.1966,-13.76,14.8,38.3,15% kerosene
0.1048,-21.7,28.0,47.7,10% turpentine
0.1251,-19.31,22.9,45.8,10% turpentine
0.1201,-19.21,22.2,45.4,20% turpentine
0.1956,-14.42,14.0,39.0,10% turpentine
0.1822,-16.27,17.8,41.6,20% kerosene
0.2097,-12.39,13.7,37.3,5% kerosene
0.1895,-16.26,14.8,39.3,15% turpentine
0.1906,-11.45,14.2,34.9,20% turpentine
0.2421,-10.02,11.2,33.3,10% turpentine
0.1509,-15.34,20.5,45.5,10% turpentine
0.2162,-10.78,15.9,35.2,pure
0.2074,-11.65,12.7,37.0,20% kerosene
0.2303,-9.8,11.8,33.4,5% turpentine
0.2227,-13.04,15.3,37.8,20% kerosene
0.1249,-17.74,23.4,47.0,pure
0.143,-19.1,22.0,46.2,pure
0.2416,-10.04,10.9,34.2,pure
0.236,-10.18,11.9,33.0,5% turpentine
0.1419,-16.0,17.6,43.2,5% turpentine
0.2066,-13.35,12.4,33.7,5% turpentine
0.195,-17.55,17.8,43.3,20% turpentine
0.2277,-14.11,17.2,37.7,15% turpentine
0.1061,-21.08,27.2,46.6,10% kerosene
0.1357,-17.85,20.9,44.5,10% kerosene
0.1463,-17.94,15.9,42.1,20% kerosene
0.1697,-16.21,17.4,38.7,5% kerosene
0.1401,-16.77,19.7,42.7,10% turpentine
0.1725,-11.63,13.6,35.3,15% kerosene
0.2382,-10.03,10.4,32.8,15% turpentine
0.1971,-12.24,16.2,37.5,10% turpentine
0.1292,-16.81,21.6,44.6,10% kerosene
0.2149,-11.8,13.4,39.5,15% kerosene
0.2361,-10.24,12.2,34.7,10% kerosene
0.2129,-11.96,12.5,40.4,15% kerosene
0.1727,-17.79,20.6,42.0,10% kerosene
0.1524,-19.06,20.6,46.4,10% kerosene
0.2219,-10.65,14.0,34.6,5% turpentine
0.1612,-16.53,18.6,41.7,20% kerosene
0.1458,-13.58,17.6,42.5,20% turpentine
0.2349,-11.27,12.8,34.1,20% kerosene
0.1625,-14.89,20.1,37.9,pure
0.1971,-11.37,13.4,35.6,5% kerosene
0.1687,-11.42,19.2,40.6,10% kerosene
0.1864,-12.11,14.7,38.8,15% turpentine
0.1923,-12.12,14.9,37.5,15% kerosene
0.1925,-15.88,17.5,40.3,20% kerosene
0.1795,-14.49,15.4,43.7,15% kerosene
0.1506,-16.38,20.9,43.5,20% kerosene
0.23,-12.22,11.4,34.2,20% kerosene
0.2147,-13.95,13.9,42.2,15% kerosene
0.1953,-12.34,13.6,38.9,15% kerosene
0.1773,-17.29,13.7,38.3,10% turpentine
0.2415,-10.18,10.4,33.2,20% kerosene
0.1458,-17.31,22.5,44.3,pure
0.1658,-15.99,18.9,43.0,15% kerosene
0.1841,-14.36,13.8,36.9,15% kerosene
0.1119,-21.41,25.0,47.9,10% turpentine
0.1087,-20.42,23.6,47.3,pure
0.1569,-12.2,15.4,43.5,10% kerosene
0.1216,-17.69,20.0,44.4,15% kerosene
0.227,-12.24,13.7,37.9,10% kerosene
0.166,-15.8,16.8,41.7,15% kerosene
0.1073,-20.19,26.4,45.8,15% turpentine
0.1687,-16.45,21.6,43.0,10% turpentine
0.2182,-11.1,14.1,37.6,20% turpentine
0.2404,-9.97,12.0,35.1,20% turpentine
0.0997,-21.72,29.7,49.7,15% kerosene
0.1247,-17.68,24.9,46.5,5% kerosene
0.2124,-12.38,15.7,35.9,5% kerosene
0.2317,-10.58,11.5,33.1,20% kerosene
0.245,-9.61,10.3,31.6,20% turpentine
0.2178,-10.76,12.6,35.6,20% turpentine
0.2354,-11.11,11.8,34.5,pure
0.1015,-21.47,27.4,49.1,10% turpentine
0.193,-11.76,12.1,35.0,pure
0.1047,-20.86,23.4,49.1,20% kerosene
0.183,-15.6,17.9,39.7,pure
0.1335,-19.16,23.0,47.5,10% kerosene
0.2118,-11.32,13.3,35.4,10% turpentine
0.2182,-12.52,13.0,37.6,5% turpentine
0.2057,-14.97,13.4,39.9,5% turpentine
0.2286,-11.28,13.5,34.3,20% kerosene
0.1126,-19.05,22.6,47.8,5% turpentine
0.0975,-21.65,28.4,49.5,20% turpentine
0.2254,-12.86,13.0,35.8,10% turpentine
0.14,-20.91,26.2,45.6,15% turpentine
0.1602,-16.97,20.2,42.7,15% kerosene
0.2366,-11.9,12.4,34.5,5% turpentine
0.2417,-10.02,10.9,33.7,10% kerosene
0.1015,-21.55,27.7,49.5,15% kerosene
0.1918,-12.2,16.2,34.1,10% kerosene
0.2325,-11.83,11.6,35.2,10% kerosene
0.122,-20.77,23.0,47.2,pure
0.2004,-15.17,17.7,40.5,20% turpentine
0.1164,-19.48,24.3,45.5,10% kerosene
0.1034,-20.09,23.0,47.0,15% kerosene
0.2031,-13.66,18.6,36.4,20% turpentine
0.2475,-9.56,10.2,32.0,10% turpentine
0.1965,-12.82,14.1,39.5,5% turpentine
0.1426,-18.83,19.1,43.1,20% kerosene
0.1814,-11.79,13.8,38.0,5% kerosene
0.1767,-16.97,20.2,45.4,10% turpentine
0.2182,-11.84,12.6,36.5,15% kerosene
0.1082,-19.4,24.8,47.7,20% kerosene
0.1706,-15.41,20.6,42.2,5% turpentine
0.1399,-19.57,25.1,43.4,15% turpentine
0.1755,-16.58,20.5,42.4,20% turpentine
0.1758,-12.87,14.3,41.6,5% turpentine
0.1035,-18.68,25.6,47.1,10% turpentine
0.146,-18.07,19.3,40.7,5% kerosene
0.1267,-18.45,23.8,46.6,20% turpentine
0.0955,-21.98,29.9,49.9,20% kerosene
0.1977,-13.83,16.6,36.6,15% kerosene
0.1909,-10.91,13.2,34.8,20% turpentine
0.2266,-13.94,12.7,36.3,5% kerosene
0.2439,-9.7,10.8,32.8,5% turpentine
0.201,-15.35,14.2,39.5,5% turpentine
0.1351,-16.3,20.0,43.0,20% kerosene
0.1284,-18.49,21.0,46.2,15% kerosene
0.1327,-17.78,20.9,46.1,5% turpentine
0.1646,-14.91,17.5,43.7,5% turpentine
0.1964,-13.75,16.7,41.1,pure
0.2032,-13.56,15.2,36.2,10% kerosene
0.1346,-17.14,18.8,45.3,20% kerosene
0.1436,-16.57,18.8,43.6,pure
0.1417,-15.87,18.9,41.9,20% turpentine
0.1801,-16.06,17.1,38.9,20% turpentine
0.2111,-12.44,13.7,35.9,5% kerosene
0.1748,-16.45,22.3,43.7,5% turpentine
0.205,-13.03,16.4,39.7,5% turpentine
0.2141,-13.8,14.3,38.6,20% kerosene
0.2192,-12.14,12.1,36.2,5% kerosene
0.1801,-14.19,14.1,36.9,10% turpentine
0.2427,-10.52,12.1,32.9,5% kerosene
0.1717,-11.69,13.6,37.2,20% turpentine
0.1254,-21.09,25.0,47.6,15% turpentine
0.1964,-12.74,12.6,35.1,20% turpentine
0.2266,-10.77,13.2,35.2,20% turpentine
0.199,-14.59,14.6,36.4,pure
0.17,-16.9,24.8,46.9,5% kerosene
0.1084,-20.69,28.1,49.3,10% kerosene
0.1701,-15.64,14.5,41.7,5% turpentine
0.1088,-18.55,25.2,47.2,5% kerosene
0.2309,-12.37,12.2,34.6,15% turpentine
0.173,-11.86,14.0,35.3,pure
0.2369,-11.4,11.5,33.2,10% kerosene
0.1931,-13.83,16.7,40.7,10% turpentine
0.2311,-11.95,14.0,34.5,15% turpentine
0.227,-11.4,13.1,34.7,10% turpentine
0.1963,-15.72,15.6,40.4,20% turpentine
0.1935,-13.22,13.6,40.0,15% turpentine
0.2378,-10.2,12.3,34.5,20% kerosene
0.2455,-9.57,10.8,32.2,5% kerosene
0.1461,-18.28,17.6,40.6,10% kerosene
0.2307,-10.63,12.9,33.9,pure
0.213,-12.15,15.2,38.6,10% turpentine
0.1423,-15.14,16.1,43.3,pure
0.1406,-17.42,20.2,45.9,5% kerosene
0.1872,-10.99,12.5,36.5,20% turpentine
0.1002,-21.71,28.7,49.1,5% kerosene
0.1244,-17.74,15.4,42.6,5% turpentine
0.1935,-13.71,14.2,38.5,pure
0.0972,-21.97,29.9,49.8,15% turpentine
0.2176,-11.95,14.9,35.5,10% turpentine
0.2438,-9.71,10.5,32.3,15% turpentine
0.1479,-17.13,21.5,42.9,10% kerosene
0.1601,-15.0,21.3,43.3,10% turpentine
0.1063,-20.44,25.4,48.8,5% kerosene
0.1876,-11.86,14.0,42.3,20% kerosene
0.1782,-15.07,17.1,43.5,20% turpentine
0.1813,-13.05,13.8,39.7,20% kerosene
0.1526,-17.68,22.7,45.2,20% kerosene
0.2029,-11.47,15.0,36.2,20% kerosene
0.1944,-15.36,14.7,38.9,5% turpentine
0.2352,-11.61,13.4,35.6,10% kerosene
0.1591,-14.76,19.6,40.8,10% kerosene
0.1369,-19.06,22.5,45.9,5% turpentine
0.1259,-14.85,18.4,44.1,5% kerosene
0.1648,-13.31,19.1,39.0,pure
0.1082,-19.44,24.9,47.9,10% turpentine
0.2487,-9.63,11.2,31.8,15% kerosene
0.1693,-16.33,17.8,41.6,5% turpentine
0.1722,-14.37,17.2,41.2,20% kerosene
0.2015,-11.83,13.6,37.3,20% turpentine
0.1186,-18.61,25.2,45.5,10% turpentine
0.1993,-10.37,13.9,34.7,5% kerosene
0.1868,-11.23,15.7,36.8,20% turpentine
0.1527,-15.13,18.7,39.5,15% kerosene
0.1475,-18.85,25.0,47.3,20% kerosene
0.1232,-16.81,22.8,44.2,10% turpentine
0.1589,-14.35,20.1,38.5,20% turpentine
0.2487,-9.7,10.3,31.3,15% turpentine
0.2231,-10.92,11.7,35.8,15% kerosene
0.104,-21.37,25.4,48.8,15% kerosene
0.1959,-14.28,17.1,40.4,20% kerosene
0.1461,-18.27,23.5,45.3,10% turpentine
0.14,-17.76,19.9,39.1,5% turpentine
0.2117,-12.21,15.5,36.7,20% turpentine
0.2176,-12.66,12.6,35.4,5% kerosene
0.1619,-17.59,18.1,44.9,5% turpentine
0.2187,-11.14,14.3,36.1,pure
0.1992,-13.53,19.3,41.2,15% turpentine
0.1431,-17.83,19.1,43.7,5% kerosene
0.0995,-20.99,28.0,48.2,5% turpentine
0.1267,-19.75,22.7,44.9,5% turpentine
0.0981,-20.02,29.0,48.1,10% turpentine
0.1763,-16.92,21.4,41.5,15% turpentine
0.1016,-19.05,26.9,49.4,20% turpentine
0.1018,-21.51,28.3,48.7,5% kerosene
0.1258,-18.4,19.9,46.7,5% kerosene
0.1325,-17.41,19.3,42.4,10% turpentine
0.191,-12.49,15.4,36.9,10% kerosene
0.1996,-14.17,15.5,42.3,15% kerosene
0.2396,-9.74,10.9,32.8,15% kerosene
0.2028,-14.38,13.6,38.8,5% turpentine
0.2012,-13.87,14.9,38.4,10% kerosene
0.2111,-15.19,14.8,41.1,15% kerosene
0.2353,-10.71,11.7,32.6,15% kerosene
0.189,-16.41,15.1,41.8,5% kerosene
0.2471,-9.58,10.2,31.2,10% kerosene
0.099,-21.64,28.4,49.2,10% turpentine
0.2275,-12.16,12.8,33.4,15% turpentine
0.1669,-11.66,15.2,37.8,pure
0.1679,-14.67,18.1,43.5,20% kerosene
0.2356,-12.1,12.9,35.5,10% turpentine
0.1688,-14.63,20.2,41.6,15% kerosene
0.193,-12.21,17.1,41.4,5% kerosene
0.1901,-11.47,13.6,33.9,5% turpentine
0.2356,-10.03,12.6,34.3,pure
0.2225,-13.55,16.0,39.2,10% turpentine
0.1351,-20.26,24.6,48.2,20% turpentine
0.1918,-13.01,14.2,34.8,5% kerosene
0.096,-21.98,29.9,49.9,15% kerosene
0.2294,-10.9,13.8,38.1,20% kerosene
0.1134,-20.1,26.1,48.0,15% turpentine
0.2163,-11.08,13.9,38.3,5% kerosene
0.2388,-9.9,11.2,31.9,5% turpentine
0.1988,-11.03,14.5,37.0,20% turpentine
0.1104,-20.83,25.8,47.9,pure
0.1479,-18.09,21.2,44.8,20% kerosene
0.1356,-16.8,18.7,44.2,15% kerosene
0.2352,-10.66,12.2,37.2,10% kerosene
0.1426,-18.18,22.0,41.3,20% kerosene
0.1409,-18.06,19.5,42.3,10% turpentine
0.2287,-11.82,12.2,35.3,10% kerosene
0.1569,-17.3,20.7,41.2,5% turpentine
0.1028,-21.3,27.6,49.6,pure
0.1725,-15.25,18.1,38.7,10% kerosene
0.2294,-13.14,13.4,35.3,20% kerosene
0.1957,-11.28,16.5,37.8,pure
0.1103,-21.95,28.4,49.0,pure
0.1769,-14.9,18.7,40.5,pure
0.1577,-16.22,20.6,44.9,10% turpentine
0.2114,-11.99,13.4,34.2,5% kerosene
0.2427,-10.12,10.8,31.7,pure
0.2001,-13.43,15.6,39.2,pure
0.1561,-16.66,18.0,39.2,pure
0.2351,-9.58,11.6,33.0,15% kerosene
0.2217,-10.71,13.1,35.3,15% kerosene
0.1899,-14.09,18.9,41.2,10% turpentine
0.1284,-19.09,22.3,47.2,5% turpentine
0.2021,-14.19,15.8,37.7,10% turpentine
0.1935,-12.69,15.9,38.7,5% turpentine
0.0951,-21.98,29.9,49.8,20% kerosene
0.1847,-14.77,17.8,42.4,15% turpentine
0.1724,-14.22,15.2,37.3,10% kerosene
0.1869,-12.5,16.3,39.9,20% turpentine
0.2374,-10.26,10.4,32.2,5% kerosene
0.2204,-12.55,13.0,38.3,15% kerosene
0.1114,-20.09,26.4,48.4,15% turpentine
0.152,-17.61,20.7,42.6,pure
0.1643,-16.1,18.8,44.6,5% kerosene
0.1636,-16.81,17.9,40.3,5% kerosene
0.1822,-14.51,14.5,42.6,10% kerosene
0.1694,-16.33,18.0,42.2,5% turpentine
0.1483,-17.07,19.9,45.9,pure
0.1626,-17.54,20.8,44.2,20% kerosene
0.2342,-10.62,10.9,35.8,10% kerosene
0.1527,-16.81,23.2,44.1,10% turpentine
0.1455,-18.24,25.7,43.6,10% turpentine
0.1089,-20.03,25.9,47.1,pure
0.2424,-10.51,13.3,33.4,10% kerosene
0.2035,-13.44,15.9,36.0,20% kerosene
0.2007,-14.5,18.2,40.8,15% kerosene
0.1466,-15.75,16.3,42.2,20% kerosene
0.1124,-21.11,27.1,48.8,20% turpentine
0.2322,-10.82,12.2,37.2,10% turpentine
0.2022,-13.68,17.3,44.3,5% kerosene
0.1723,-13.17,16.7,37.7,20% turpentine
0.1575,-15.23,18.9,43.9,5% kerosene
0.123,-18.38,24.3,43.9,15% kerosene
0.1176,-18.15,22.9,47.0,15% turpentine
0.2221,-14.57,13.8,36.0,10% turpentine
0.2152,-13.05,16.4,37.5,15% turpentine
0.1429,-17.86,20.8,42.6,15% kerosene
0.1282,-16.51,20.0,47.6,5% kerosene
0.118,-20.36,25.5,48.5,20% turpentine
0.142,-20.36,23.6,44.9,20% turpentine
0.2454,-10.54,11.0,33.5,20% turpentine
0.1504,-15.18,18.5,38.5,20% turpentine
0.127,-19.79,21.4,46.6,10% turpentine
